Adrar;Adrar;1
Tamest;Adrar;1
Reggane;Adrar;1
inzghmir;Adrar;1
Tit;Adrar;1
Tsabit;Adrar;1
Zaouiet Kounta;Adrar;1
Aoulef;Adrar;1
Tamekten;Adrar;1
Tamantit;Adrar;1
Fenoughil;Adrar;1
Sali;Adrar;1
Akabli;Adrar;1
Ouled Ahmed Tammi;Adrar;1
Bouda;Adrar;1
Sebaa;Adrar;1
Chlef;Chlef;2
Ténès;Chlef;2
Bénairia;Chlef;2
El Karimia;Chlef;2
Tadjena;Chlef;2
Taougrite;Chlef;2
Beni Haoua;Chlef;2
Sobha;Chlef;2
Harchoun;Chlef;2
Ouled Fares;Chlef;2
Sidi Akkacha;Chlef;2
Boukadir;Chlef;2
Beni Rached;Chlef;2
Talassa;Chlef;2
Harenfa;Chlef;2
Oued Goussine;Chlef;2
Dahra;Chlef;2
Ouled Abbes;Chlef;2
Sendjas;Chlef;2
Zeboudja;Chlef;2
Oued Sly;Chlef;2
Abou El Hassan;Chlef;2
El Marsa;Chlef;2
Chettia;Chlef;2
Sidi Abderrahmane;Chlef;2
Moussadek;Chlef;2
El Hadjadj;Chlef;2
Labiod Medjadja;Chlef;2
Oued Fodda;Chlef;2
Ouled Ben Abdelkader;Chlef;2
Bouzeghaia;Chlef;2
Aïn Merane;Chlef;2
Oum Drou;Chlef;2
Breira;Chlef;2
Beni Bouateb;Chlef;2
Laghouat;Laghouat;3
Ksar El Hirane;Laghouat;3
Bennasser Benchohra;Laghouat;3
Sidi Makhlouf;Laghouat;3
Hassi Delaa;Laghouat;3
Hassi R'Mel;Laghouat;3
Aïn Madhi;Laghouat;3
Tadjemout;Laghouat;3
Kheneg;Laghouat;3
Gueltat Sidi Saad;Laghouat;3
Aïn Sidi Ali;Laghouat;3
Beidha;Laghouat;3
Brida;Laghouat;3
El Ghicha;Laghouat;3
Hadj Mechri;Laghouat;3
Sebgag;Laghouat;3
Taouiala;Laghouat;3
Tadjrouna;Laghouat;3
Aflou;Laghouat;3
El Assafia;Laghouat;3
Oued Morra;Laghouat;3
Oued M'Zi;Laghouat;3
El Houaita;Laghouat;3
Sidi Bouzid;Laghouat;3
Oum el Bouaghi;Oum El Bouaghi;4
Aïn Beïda;Oum El Bouaghi;4
Aïn M'lila;Oum El Bouaghi;4
Behir Chergui;Oum El Bouaghi;4
El Amiria;Oum El Bouaghi;4
Sigus;Oum El Bouaghi;4
El Belala;Oum El Bouaghi;4
Aïn Babouche;Oum El Bouaghi;4
Berriche;Oum El Bouaghi;4
Ouled Hamla;Oum El Bouaghi;4
Dhalaa;Oum El Bouaghi;4
Aïn Kercha;Oum El Bouaghi;4
Hanchir Toumghani;Oum El Bouaghi;4
El Djazia;Oum El Bouaghi;4
Aïn Diss;Oum El Bouaghi;4
Fkirina;Oum El Bouaghi;4
Souk Naamane;Oum El Bouaghi;4
Zorg;Oum El Bouaghi;4
El Fedjoudj Boughrara Saoudi;Oum El Bouaghi;4
Ouled Zouaï;Oum El Bouaghi;4
Bir Chouhada;Oum El Bouaghi;4
Ksar Sbahi;Oum El Bouaghi;4
Oued Nini;Oum El Bouaghi;4
Meskiana;Oum El Bouaghi;4
Aïn Fakroun;Oum El Bouaghi;4
Rahia;Oum El Bouaghi;4
Aïn Zitoun;Oum El Bouaghi;4
Ouled Gacem;Oum El Bouaghi;4
El Harmilia;Oum El Bouaghi;4
Batna;Batna;5
Ghassira;Batna;5
Maafa;Batna;5
Merouana;Batna;5
Seriana;Batna;5
Menaa;Batna;5
El Madher;Batna;5
Tazoult;Batna;5
N'Gaous;Batna;5
Guigba;Batna;5
Inoughissen;Batna;5
Ouyoun El Assafir;Batna;5
Djerma;Batna;5
Bitam;Batna;5
Abdelkader Azil;Batna;5
Arris;Batna;5
Kimmel;Batna;5
Tilatou;Batna;5
Aïn Djasser;Batna;5
Ouled Sellam;Batna;5
Tigherghar;Batna;5
Aïn Yagout;Batna;5
Sefiane;Batna;5
Fesdis;Batna;5
Rahbat;Batna;5
Tighanimine;Batna;5
Lemsane;Batna;5
Ksar Bellezma;Batna;5
Seggana;Batna;5
Ichmoul;Batna;5
Foum Toub;Batna;5
Ben Foudhala El Hakania;Batna;5
Oued El Ma;Batna;5
Talkhamt;Batna;5
Bouzina;Batna;5
Chemora;Batna;5
Oued Chaaba;Batna;5
Taxlent;Batna;5
Gosbat;Batna;5
Ouled Aouf;Batna;5
Boumagueur;Batna;5
Barika;Batna;5
Djezar;Batna;5
T'Kout;Batna;5
Aïn Touta;Batna;5
Hidoussa;Batna;5
Teniet El Abed;Batna;5
Oued Taga;Batna;5
Ouled Fadel;Batna;5
Timgad;Batna;5
Ras El Aioun;Batna;5
Chir;Batna;5
Ouled Si Slimane;Batna;5
Zanat El Beida;Batna;5
M'doukel;Batna;5
Ouled Ammar;Batna;5
El Hassi;Batna;5
Lazrou;Batna;5
Boumia (Batna);Batna;5
Boulhilat;Batna;5
Larbaâ;Batna;5
Béjaïa;Béjaïa;6
Amizour;Béjaïa;6
Ferraoun;Béjaïa;6
Taourirt Ighil;Béjaïa;6
Chellata;Béjaïa;6
Tamokra;Béjaïa;6
Timezrit;Béjaïa;6
Souk El Ténine;Béjaïa;6
M'cisna;Béjaïa;6
Tinabdher;Béjaïa;6
Tichy;Béjaïa;6
Semaoun;Béjaïa;6
Kendira;Béjaïa;6
Tifra;Béjaïa;6
Ighram;Béjaïa;6
Amalou;Béjaïa;6
Ighil Ali;Béjaïa;6
Fenaïa Ilmaten;Béjaïa;6
Toudja;Béjaïa;6
Darguina;Béjaïa;6
Sidi-Ayad;Béjaïa;6
Aokas;Béjaïa;6
Ait Djellil;Béjaïa;6
Adekar;Béjaïa;6
Akbou;Béjaïa;6
Seddouk;Béjaïa;6
Tazmalt;Béjaïa;6
Aït-R'zine;Béjaïa;6
Chemini;Béjaïa;6
Souk-Oufella;Béjaïa;6
Taskriout;Béjaïa;6
Tibane;Béjaïa;6
Tala Hamza;Béjaïa;6
Barbacha;Béjaïa;6
Aït Ksila;Béjaïa;6
Ouzellaguen;Béjaïa;6
Bouhamza;Béjaïa;6
Beni Mellikeche;Béjaïa;6
Sidi-Aïch;Béjaïa;6
El Kseur;Béjaïa;6
Melbou;Béjaïa;6
Akfadou;Béjaïa;6
Leflaye;Béjaïa;6
Kherrata;Béjaïa;6
Draâ El-Kaïd;Béjaïa;6
Tamridjet;Béjaïa;6
Aït-Smail;Béjaïa;6
Boukhelifa;Béjaïa;6
Tizi N'Berber;Béjaïa;6
Aït Maouche;Béjaïa;6
Oued Ghir;Béjaïa;6
Boudjellil;Béjaïa;6
Aïn Naga;Biskra;7
Aïn Zaatout;Biskra;7
Biskra;Biskra;7
Bordj Ben Azzouz;Biskra;7
Bouchagroune;Biskra;7
Branis;Biskra;7
Chetma;Biskra;7
Djemorah;Biskra;7
El Feidh;Biskra;7
El Ghrous;Biskra;7
El Hadjeb;Biskra;7
El Haouch;Biskra;7
El Kantara;Biskra;7
El Mizaraa;Biskra;7
El Outaya;Biskra;7
Foughala;Biskra;7
Khenguet Sidi Nadji;Biskra;7
Lichana;Biskra;7
Lioua;Biskra;7
M'Chouneche;Biskra;7
Mekhadma;Biskra;7
M'Lili;Biskra;7
Oumache;Biskra;7
Ourlal;Biskra;7
Sidi Okba;Biskra;7
Tolga;Biskra;7
Zeribet El Oued;Biskra;7
Béchar;Béchar;8
Erg Ferradj;Béchar;8
Meridja;Béchar;8
Lahmar;Béchar;8
Mechraa Houari Boumedienne;Béchar;8
Kenadsa;Béchar;8
Taghit;Béchar;8
Boukais;Béchar;8
Mougheul;Béchar;8
Abadla;Béchar;8
Beni Ounif;Béchar;8
Blida;Blida;9
Chebli;Blida;9
Bouinan;Blida;9
Oued Alleug;Blida;9
Ouled Yaïch;Blida;9
Chréa;Blida;9
El Affroun;Blida;9
Chiffa;Blida;9
Hammam Melouane;Blida;9
Benkhelil;Blida;9
Soumaa;Blida;9
Mouzaia;Blida;9
Souhane;Blida;9
Meftah;Blida;9
Ouled Slama;Blida;9
Boufarik;Blida;9
Larbaa;Blida;9
Oued Djer;Blida;9
Beni Tamou;Blida;9
Bouarfa;Blida;9
Beni Mered;Blida;9
Bougara;Blida;9
Guerouaou;Blida;9
Aïn Romana;Blida;9
Djebabra;Blida;9
Aïn Bessem;Bouira;10
Hanif;Bouira;10
Aghbalou;Bouira;10
Aïn El Hadjar;Bouira;10
Ahl El Ksar;Bouira;10
Aïn Laloui;Bouira;10
Ath Mansour;Bouira;10
Aomar;Bouira;10
Aïn El Turc;Bouira;10
Aït Laziz;Bouira;10
Bouderbala;Bouira;10
Bechloul;Bouira;10
Bir Ghbalou;Bouira;10
Boukram;Bouira;10
Bordj Okhriss;Bouira;10
Bouira;Bouira;10
Chorfa;Bouira;10
Dechmia;Bouira;10
Dirrah;Bouira;10
Djebahia;Bouira;10
El Hakimia;Bouira;10
El Hachimia;Bouira;10
El Adjiba;Bouira;10
El Khabouzia;Bouira;10
El Mokrani;Bouira;10
El Asnam;Bouira;10
Guerrouma;Bouira;10
Haizer;Bouira;10
Hadjera Zerga;Bouira;10
Kadiria;Bouira;10
Lakhdaria;Bouira;10
M'Chedallah;Bouira;10
Mezdour;Bouira;10
Maala;Bouira;10
Maamora;Bouira;10
Oued El Berdi;Bouira;10
Ouled Rached;Bouira;10
Raouraoua;Bouira;10
Ridane;Bouira;10
Saharidj;Bouira;10
Sour El Ghouzlane;Bouira;10
Souk El Khemis;Bouira;10
Taguedit;Bouira;10
Taghzout;Bouira;10
Zbarbar;Bouira;10
Tamanrasset;Tamanrasset;11
Abalessa;Tamanrasset;11
Idles;Tamanrasset;11
Tazrouk;Tamanrasset;11
In Amguel;Tamanrasset;11
Tébessa;Tébessa;12
Bir el-Ater;Tébessa;12
Cheria;Tébessa;12
Stah Guentis;Tébessa;12
El Aouinet;Tébessa;12
El Houidjbet;Tébessa;12
Safsaf El Ouesra;Tébessa;12
Hammamet;Tébessa;12
Negrine;Tébessa;12
Bir Mokkadem;Tébessa;12
El Kouif;Tébessa;12
Morsott;Tébessa;12
El Ogla;Tébessa;12
Bir Dheb;Tébessa;12
Ogla Melha;Tébessa;12
Guorriguer;Tébessa;12
Bekkaria;Tébessa;12
Boukhadra;Tébessa;12
Ouenza;Tébessa;12
El Ma Labiodh;Tébessa;12
Oum Ali;Tébessa;12
Tlidjene;Tébessa;12
Aïn Zerga;Tébessa;12
El Meridj;Tébessa;12
Boulhaf Dir;Tébessa;12
Bedjene;Tébessa;12
El Mezeraa;Tébessa;12
Ferkane;Tébessa;12
Tlemcen;Tlemcen;13
Beni Mester;Tlemcen;13
Aïn Tallout;Tlemcen;13
Remchi;Tlemcen;13
El Fehoul;Tlemcen;13
Sabra;Tlemcen;13
Ghazaouet;Tlemcen;13
Souani;Tlemcen;13
Djebala;Tlemcen;13
El Gor;Tlemcen;13
Oued Lakhdar;Tlemcen;13
Aïn Fezza;Tlemcen;13
Ouled Mimoun;Tlemcen;13
Amieur;Tlemcen;13
Aïn Youcef;Tlemcen;13
Zenata;Tlemcen;13
Beni Snous;Tlemcen;13
Bab El Assa;Tlemcen;13
Dar Yaghmouracene;Tlemcen;13
Fellaoucene;Tlemcen;13
Azails;Tlemcen;13
Sebaa Chioukh;Tlemcen;13
Terny Beni Hdiel;Tlemcen;13
Bensekrane;Tlemcen;13
Aïn Nehala;Tlemcen;13
Hennaya;Tlemcen;13
Maghnia;Tlemcen;13
Hammam Boughrara;Tlemcen;13
Souahlia;Tlemcen;13
MSirda Fouaga;Tlemcen;13
Aïn Fetah;Tlemcen;13
El Aricha;Tlemcen;13
Souk Tlata;Tlemcen;13
Sidi Abdelli;Tlemcen;13
Sebdou;Tlemcen;13
Beni Ouarsous;Tlemcen;13
Sidi Medjahed;Tlemcen;13
Beni Boussaid;Tlemcen;13
Marsa Ben M'Hidi;Tlemcen;13
Nedroma;Tlemcen;13
Sidi Djillali;Tlemcen;13
Beni Bahdel;Tlemcen;13
El Bouihi;Tlemcen;13
Honaïne;Tlemcen;13
Tienet;Tlemcen;13
Ouled Riyah;Tlemcen;13
Bouhlou;Tlemcen;13
Beni Khellad;Tlemcen;13
Aïn Ghoraba;Tlemcen;13
Chetouane;Tlemcen;13
Mansourah;Tlemcen;13
Beni Semiel;Tlemcen;13
Aïn Kebira;Tlemcen;13
Aïn Bouchekif;Tiaret;14
Aïn Deheb;Tiaret;14
Aïn El Hadid;Tiaret;14
Aïn Kermes;Tiaret;14
Aïn Dzarit;Tiaret;14
Bougara;Tiaret;14
Chehaima;Tiaret;14
Dahmouni;Tiaret;14
Djebilet Rosfa;Tiaret;14
Djillali Ben Amar;Tiaret;14
Faidja;Tiaret;14
Frenda;Tiaret;14
Guertoufa;Tiaret;14
Hamadia;Tiaret;14
Ksar Chellala;Tiaret;14
Madna;Tiaret;14
Mahdia;Tiaret;14
Mechraa Safa;Tiaret;14
Medrissa;Tiaret;14
Medroussa;Tiaret;14
Meghila;Tiaret;14
Mellakou;Tiaret;14
Nadorah;Tiaret;14
Naima;Tiaret;14
Oued Lilli;Tiaret;14
Rahouia;Tiaret;14
Rechaïga;Tiaret;14
Sebaïne;Tiaret;14
Sebt;Tiaret;14
Serghine;Tiaret;14
Si Abdelghani;Tiaret;14
Sidi Abderahmane;Tiaret;14
Sidi Ali Mellal;Tiaret;14
Sidi Bakhti;Tiaret;14
Sidi Hosni;Tiaret;14
Sougueur;Tiaret;14
Tagdemt;Tiaret;14
Takhemaret;Tiaret;14
Tiaret;Tiaret;14
Tidda;Tiaret;14
Tousnina;Tiaret;14
Zmalet El Emir Abdelkader;Tiaret;14
Tizi Ouzou;Tizi Ouzou;15
Ain El Hammam;Tizi Ouzou;15
Akbil;Tizi Ouzou;15
Freha;Tizi Ouzou;15
Souamaâ;Tizi Ouzou;15
Mechtras;Tizi Ouzou;15
Irdjen;Tizi Ouzou;15
Timizart;Tizi Ouzou;15
Makouda;Tizi Ouzou;15
Draâ El Mizan;Tizi Ouzou;15
Tizi Gheniff;Tizi Ouzou;15
Bounouh;Tizi Ouzou;15
Aït Chafâa;Tizi Ouzou;15
Frikat;Tizi Ouzou;15
Beni Aïssi;Tizi Ouzou;15
Aït Zmenzer;Tizi Ouzou;15
Iferhounène;Tizi Ouzou;15
Azazga;Tizi Ouzou;15
Illoula Oumalou;Tizi Ouzou;15
Yakouren;Tizi Ouzou;15
Larbaâ Nath Irathen;Tizi Ouzou;15
Tizi Rached;Tizi Ouzou;15
Zekri;Tizi Ouzou;15
Ouaguenoun;Tizi Ouzou;15
Aïn Zaouia;Tizi Ouzou;15
Imkiren;Tizi Ouzou;15
Aït Yahia;Tizi Ouzou;15
Aït Mahmoud;Tizi Ouzou;15
Mâatkas;Tizi Ouzou;15
Aït Boumahdi;Tizi Ouzou;15
Abi Youcef;Tizi Ouzou;15
Beni Douala;Tizi Ouzou;15
Illilten;Tizi Ouzou;15
Bouzeguène;Tizi Ouzou;15
Aït Aggouacha;Tizi Ouzou;15
Ouadhia;Tizi Ouzou;15
Azeffoun;Tizi Ouzou;15
Tigzirt;Tizi Ouzou;15
Aït Aïssa Mimoun;Tizi Ouzou;15
Boghni;Tizi Ouzou;15
Ifigha;Tizi Ouzou;15
Aït Oumalou;Tizi Ouzou;15
Tirmitine;Tizi Ouzou;15
Akerrou;Tizi Ouzou;15
Yatafen;Tizi Ouzou;15
Ath Zikki;Tizi Ouzou;15
Draâ Ben Khedda;Tizi Ouzou;15
Aït Ouacif;Tizi Ouzou;15
Idjeur;Tizi Ouzou;15
Mekla;Tizi Ouzou;15
Tizi N'Tleta;Tizi Ouzou;15
Aït Yenni;Tizi Ouzou;15
Aghribs;Tizi Ouzou;15
Iflissen;Tizi Ouzou;15
Boudjima;Tizi Ouzou;15
Aït Yahia Moussa;Tizi Ouzou;15
Souk El Thenine;Tizi Ouzou;15
Aït Khellili;Tizi Ouzou;15
Sidi Namane;Tizi Ouzou;15
Iboudraren;Tizi Ouzou;15
Agouni Gueghrane;Tizi Ouzou;15
Mizrana;Tizi Ouzou;15
Imsouhel;Tizi Ouzou;15
Tadmaït;Tizi Ouzou;15
Aït Bouaddou;Tizi Ouzou;15
Assi Youcef;Tizi Ouzou;15
Aït Toudert;Tizi Ouzou;15
Alger-Centre;Alger;16
Sidi M'Hamed;Alger;16
El Madania;Alger;16
Belouizdad;Alger;16
Bab El Oued;Alger;16
Bologhine;Alger;16
Casbah;Alger;16
Oued Koriche;Alger;16
Bir Mourad Raïs;Alger;16
El Biar;Alger;16
Bouzareah;Alger;16
Birkhadem;Alger;16
El Harrach;Alger;16
Baraki;Alger;16
Oued Smar;Alger;16
Bachdjerrah;Alger;16
Hussein Dey;Alger;16
Kouba;Alger;16
Bourouba;Alger;16
Dar El Beïda;Alger;16
Bab Ezzouar;Alger;16
Ben Aknoun;Alger;16
Dely Ibrahim;Alger;16
El Hammamet;Alger;16
Raïs Hamidou;Alger;16
Djasr KasentinaNote 1;Alger;16
El Mouradia;Alger;16
Hydra;Alger;16
Mohammadia;Alger;16
Bordj El Kiffan;Alger;16
El Magharia;Alger;16
Beni Messous;Alger;16
Les Eucalyptus;Alger;16
Birtouta;Alger;16
Tessala El Merdja;Alger;16
Ouled Chebel;Alger;16
Sidi Moussa;Alger;16
Aïn Taya;Alger;16
Bordj El Bahri;Alger;16
El Marsa;Alger;16
H'raoua;Alger;16
Rouïba;Alger;16
Reghaïa;Alger;16
Aïn Benian;Alger;16
Staoueli;Alger;16
Zeralda;Alger;16
Mahelma;Alger;16
Rahmania;Alger;16
Souidania;Alger;16
Cheraga;Alger;16
Ouled Fayet;Alger;16
El Achour;Alger;16
Draria;Alger;16
Douera;Alger;16
Baba Hassen;Alger;16
Khraicia;Alger;16
Saoula;Alger;16
Aïn Chouhada;Djelfa;17
Aïn El Ibel;Djelfa;17
Aïn Feka;Djelfa;17
Aïn Maabed;Djelfa;17
Aïn Oussara;Djelfa;17
Amourah;Djelfa;17
Benhar;Djelfa;17
Beni Yagoub;Djelfa;17
Birine;Djelfa;17
Bouira Lahdab;Djelfa;17
Charef;Djelfa;17
Dar Chioukh;Djelfa;17
Deldoul;Djelfa;17
Djelfa;Djelfa;17
Douis;Djelfa;17
El Guedid;Djelfa;17
El Idrissia;Djelfa;17
El Khemis;Djelfa;17
Faidh El Botma;Djelfa;17
Guernini;Djelfa;17
Guettara;Djelfa;17
Had-Sahary;Djelfa;17
Hassi Bahbah;Djelfa;17
Hassi El Euch;Djelfa;17
Hassi Fedoul;Djelfa;17
Messaad;Djelfa;17
M'Liliha;Djelfa;17
Moudjebara;Djelfa;17
Oum Laadham;Djelfa;17
Sed Rahal;Djelfa;17
Selmana;Djelfa;17
Sidi Baizid;Djelfa;17
Sidi Ladjel;Djelfa;17
Tadmit;Djelfa;17
Zaafrane;Djelfa;17
Zaccar;Djelfa;17
Jijel;Jijel;18
Eraguene;Jijel;18
El Aouana;Jijel;18
Ziama Mansouriah;Jijel;18
Taher;Jijel;18
Emir Abdelkader;Jijel;18
Chekfa;Jijel;18
Chahna;Jijel;18
El Milia;Jijel;18
Sidi Maarouf;Jijel;18
Settara;Jijel;18
El Ancer;Jijel;18
Sidi Abdelaziz;Jijel;18
Kaous;Jijel;18
Ghebala;Jijel;18
Bouraoui Belhadef;Jijel;18
Djimla;Jijel;18
Selma Benziada;Jijel;18
Boucif Ouled Askeur;Jijel;18
El Kennar Nouchfi;Jijel;18
Ouled Yahia Khedrouche;Jijel;18
Boudriaa Ben Yadjis;Jijel;18
Kheïri Oued Adjoul;Jijel;18
Texenna;Jijel;18
Djemaa Beni Habibi;Jijel;18
Bordj Tahar;Jijel;18
Ouled Rabah;Jijel;18
Ouadjana;Jijel;18
Aïn Abessa;Setif;19
Aïn Arnat;Setif;19
Aïn Azel;Setif;19
Aïn El Kebira;Setif;19
Aïn Lahdjar;Setif;19
Aïn Legradj;Setif;19
Aïn Oulmene;Setif;19
Aïn Roua;Setif;19
Aïn Sebt;Setif;19
Aït Naoual Mezada;Setif;19
Aït Tizi;Setif;19
Beni Ouartilene;Setif;19
Amoucha;Setif;19
Babor;Setif;19
Bazer Sakhra;Setif;19
Beidha Bordj;Setif;19
Belaa;Setif;19
Beni Aziz;Setif;19
Beni Chebana;Setif;19
Beni Fouda;Setif;19
Beni Hocine;Setif;19
Beni Mouhli;Setif;19
Bir El Arch;Setif;19
Bir Haddada;Setif;19
Bouandas;Setif;19
Bougaa;Setif;19
Bousselam;Setif;19
Boutaleb;Setif;19
Dehamcha;Setif;19
Djemila;Setif;19
Draa Kebila;Setif;19
El Eulma;Setif;19
El Ouldja;Setif;19
El Ouricia;Setif;19
Guellal;Setif;19
Guelta Zerka;Setif;19
Guenzet;Setif;19
Guidjel;Setif;19
Hamma;Setif;19
Hammam Guergour;Setif;19
Hammam Soukhna;Setif;19
Harbil;Setif;19
Ksar El Abtal;Setif;19
Maaouia;Setif;19
Maoklane;Setif;19
Mezloug;Setif;19
Oued El Barad;Setif;19
Ouled Addouane;Setif;19
Ouled Sabor;Setif;19
Ouled Si Ahmed;Setif;19
Ouled Tebben;Setif;19
Rasfa;Setif;19
Salah Bey;Setif;19
Serdj El Ghoul;Setif;19
Sétif;Setif;19
Tachouda;Setif;19
Talaifacene;Setif;19
Taya;Setif;19
Tella;Setif;19
Tizi N'Bechar;Setif;19
Aïn El Hadjar;Saïda;20
Aïn Sekhouna;Saïda;20
Aïn Soltane;Saïda;20
Doui Thabet;Saïda;20
El Hassasna;Saïda;20
Hounet;Saïda;20
Maamora;Saïda;20
Moulay Larbi;Saïda;20
Ouled Brahim;Saïda;20
Ouled Khaled;Saïda;20
Saïda;Saïda;20
Sidi Ahmed;Saïda;20
Sidi Amar;Saïda;20
Sidi Boubekeur;Saïda;20
Tircine;Saïda;20
Youb;Saïda;20
Aïn Bouziane;Skikda;21
Aïn Charchar;Skikda;21
Aïn Kechra;Skikda;21
Aïn Zouit;Skikda;21
Azzaba;Skikda;21
Bekkouche Lakhdar;Skikda;21
Bin El Ouiden;Skikda;21
Ben Azzouz;Skikda;21
Beni Bechir;Skikda;21
Beni Oulbane;Skikda;21
Beni Zid;Skikda;21
Bouchtata;Skikda;21
Cheraia;Skikda;21
Collo;Skikda;21
Djendel Saadi Mohamed;Skikda;21
El Ghedir;Skikda;21
El Hadaiek;Skikda;21
El Harrouch;Skikda;21
El Marsa;Skikda;21
Emdjez Edchich;Skikda;21
Es Sebt;Skikda;21
Filfila;Skikda;21
Hamadi Krouma;Skikda;21
Kanoua;Skikda;21
Kerkera;Skikda;21
Kheneg Mayoum;Skikda;21
Oued Zehour;Skikda;21
Ouldja Boulballout;Skikda;21
Ouled Attia;Skikda;21
Ouled Hbaba;Skikda;21
Oum Toub;Skikda;21
Ramdane Djamel;Skikda;21
Salah Bouchaour;Skikda;21
Sidi Mezghiche;Skikda;21
Skikda;Skikda;21
Tamalous;Skikda;21
Zerdaza;Skikda;21
Zitouna;Skikda;21
Aïn Adden;Sidi Bel Abbès;22
Aïn El Berd;Sidi Bel Abbès;22
Aïn Kada;Sidi Bel Abbès;22
Aïn Thrid;Sidi Bel Abbès;22
Aïn Tindamine;Sidi Bel Abbès;22
Amarnas;Sidi Bel Abbès;22
Badredine El Mokrani;Sidi Bel Abbès;22
Belarbi;Sidi Bel Abbès;22
Ben Badis;Sidi Bel Abbès;22
Benachiba Chelia;Sidi Bel Abbès;22
Bir El Hammam;Sidi Bel Abbès;22
Boudjebaa El Bordj;Sidi Bel Abbès;22
Boukhanafis;Sidi Bel Abbès;22
Chettouane Belaila;Sidi Bel Abbès;22
Dhaya;Sidi Bel Abbès;22
El Haçaiba;Sidi Bel Abbès;22
Hassi Dahou;Sidi Bel Abbès;22
Hassi Zehana;Sidi Bel Abbès;22
Lamtar;Sidi Bel Abbès;22
Makedra;Sidi Bel Abbès;22
Marhoum;Sidi Bel Abbès;22
M'Cid;Sidi Bel Abbès;22
Merine;Sidi Bel Abbès;22
Mezaourou;Sidi Bel Abbès;22
Mostefa Ben Brahim;Sidi Bel Abbès;22
Moulay Slissen;Sidi Bel Abbès;22
Oued Sebaa;Sidi Bel Abbès;22
Oued Sefioun;Sidi Bel Abbès;22
Oued Taourira;Sidi Bel Abbès;22
Ras El Ma;Sidi Bel Abbès;22
Redjem Demouche;Sidi Bel Abbès;22
Sehala Thaoura;Sidi Bel Abbès;22
Sfisef;Sidi Bel Abbès;22
Sidi Ali Benyoub;Sidi Bel Abbès;22
Sidi Ali Boussidi;Sidi Bel Abbès;22
Sidi Bel Abbes;Sidi Bel Abbès;22
Sidi Brahim;Sidi Bel Abbès;22
Sidi Chaib;Sidi Bel Abbès;22
Sidi Daho des Zairs;Sidi Bel Abbès;22
Sidi Hamadouche;Sidi Bel Abbès;22
Sidi Khaled;Sidi Bel Abbès;22
Sidi Lahcene;Sidi Bel Abbès;22
Sidi Yacoub;Sidi Bel Abbès;22
Tabia;Sidi Bel Abbès;22
Tafissour;Sidi Bel Abbès;22
